Pt_name,East,North,Elevation,Depth,Code
bathy_LP_0603,406887.539999999979045,7399785.679999999701977,-3.320000000000000,-1.720000000000000, 
bathy_LP_0604,406888.621999999973923,7399786.116000000387430,-3.361000000000000,-1.710000000000000, 
bathy_LP_0605,406889.719999999972060,7399786.478000000119209,-3.341000000000000,-1.480000000000000, 
bathy_LP_0606,406890.831999999994878,7399786.775999999605119,-3.321000000000000,-1.700000000000000, 
bathy_LP_0607,406891.875000000000000,7399787.201999999582767,-3.363000000000000,-1.680000000000000, 
bathy_LP_0608,406892.909999999974389,7399787.677000000141561,-3.382000000000000,-1.700000000000000, 
bathy_LP_0609,406893.992000000027474,7399788.012000000104308,-3.360000000000000,-1.760000000000000, 
bathy_LP_0610,406894.983999999996740,7399788.557000000029802,-3.406000000000000,-1.630000000000000, 
bathy_LP_0611,406896.077999999979511,7399788.907999999821186,-3.329000000000000,-1.800000000000000, 
bathy_LP_0612,406897.132999999972526,7399789.466000000014901,-3.381000000000000,-1.760000000000000, 
bathy_LP_0613,406898.211000000010245,7399789.860000000335276,-3.364000000000000,-1.780000000000000, 
bathy_LP_0614,406899.294999999983702,7399790.303999999538064,-3.355000000000000,-1.790000000000000, 
bathy_LP_0615,406900.321999999985565,7399790.798000000417233,-3.397000000000000,-1.700000000000000, 
bathy_LP_0616,406901.430999999982305,7399791.190000000409782,-3.370000000000000,-1.490000000000000, 
bathy_LP_0617,406902.458999999973457,7399791.707999999634922,-3.419000000000000,-1.140000000000000, 
bathy_LP_0618,406903.609999999986030,7399792.099000000394881,-3.357000000000000,-1.150000000000000, 
bathy_LP_0619,406904.667000000015832,7399792.606999999843538,-3.450000000000000,-1.760000000000000, 
bathy_LP_0620,406905.710000000020955,7399793.082999999634922,-3.370000000000000,-1.380000000000000, 
bathy_LP_0621,406906.784999999974389,7399793.680999999865890,-3.318000000000000,-1.900000000000000, 
bathy_LP_0622,406907.805999999982305,7399794.390999999828637,-3.289000000000000,-1.730000000000000, 
